,DATE,Daily_WL,STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DAPR,MDPR,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,YEAR
101,2011-05-28,34.65,USW00003856,"HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD, AL US",34.64389,-86.78611,190.2,0.0,0.0,0.0,0.0,0.0,0.0,90.0,58.0,2011
102,2011-05-29,34.780833333333334,USW00003856,"HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD, AL US",34.64389,-86.78611,190.2,0.0,0.0,0.0,0.0,0.0,0.0,94.0,68.0,2011
103,2011-05-30,34.9175,USW00003856,"HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD, AL US",34.64389,-86.78611,190.2,0.0,0.0,0.0,0.0,0.0,0.0,93.0,70.0,2011
104,2011-05-31,35.045833333333334,USW00003856,"HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD, AL US",34.64389,-86.78611,190.2,0.0,0.0,0.0,0.0,0.0,0.0,96.0,71.0,2011
105,2011-06-01,35.14416666666667,USW00003856,"HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD, AL US",34.64389,-86.78611,190.2,0.0,0.0,0.0,0.0,0.0,0.0,97.0,70.0,2011
106,2011-06-02,35.23,USW00003856,"HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD, AL US",34.64389,-86.78611,190.2,0.0,0.0,0.0,0.0,0.0,0.0,97.0,71.0,2011
107,2011-06-03,35.35583333333333,USW00003856,"HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD, AL US",34.64389,-86.78611,190.2,0.0,0.0,0.0,0.0,0.0,0.0,98.0,72.0,2011
108,2011-06-04,35.46583333333333,USW00003856,"HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD, AL US",34.64389,-86.78611,190.2,0.0,0.0,0.0,0.0,0.0,0.0,96.0,71.0,2011
109,2011-06-05,35.553333333333335,USW00003856,"HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD, AL US",34.64389,-86.78611,190.2,0.0,0.0,0.0,0.0,0.0,0.0,98.0,72.0,2011
110,2011-06-06,35.63333333333333,USW00003856,"HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD, AL US",34.64389,-86.78611,190.2,0.0,0.0,0.0,0.0,0.0,0.0,97.0,68.0,2011
111,2011-06-07,35.748333333333335,USW00003856,"HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD, AL US",34.64389,-86.78611,190.2,0.0,0.0,0.0,0.0,0.0,0.0,96.0,73.0,2011
112,2011-06-08,35.887499999999996,USW00003856,"HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD, AL US",34.64389,-86.78611,190.2,0.0,0.0,0.0,0.0,0.0,0.0,96.0,70.0,2011
113,2011-06-09,35.98166666666667,USW00003856,"HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD, AL US",34.64389,-86.78611,190.2,0.0,0.0,0.0,0.0,0.0,0.0,95.0,70.0,2011
114,2011-06-10,36.04833333333333,USW00003856,"HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD, AL US",34.64389,-86.78611,190.2,0.0,0.0,0.0,0.0,0.0,0.0,97.0,72.0,2011
115,2011-06-11,36.152499999999996,USW00003856,"HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD, AL US",34.64389,-86.78611,190.2,0.0,0.0,0.0,0.0,0.0,0.0,97.0,71.0,2011
116,2011-06-12,36.24916666666667,USW00003856,"HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD, AL US",34.64389,-86.78611,190.2,0.0,0.0,0.0,0.0,0.0,0.0,95.0,71.0,2011
117,2011-06-13,36.37416666666667,USW00003856,"HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD, AL US",34.64389,-86.78611,190.2,0.0,0.0,0.0,0.0,0.0,0.0,93.0,68.0,2011
118,2011-06-14,36.49583333333333,USW00003856,"HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD, AL US",34.64389,-86.78611,190.2,0.0,0.0,0.0,0.0,0.0,0.0,94.0,67.0,2011
119,2011-06-15,36.575833333333335,USW00003856,"HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD, AL US",34.64389,-86.78611,190.2,0.0,0.0,0.22,0.0,0.0,0.0,98.0,67.0,2011
120,2011-06-16,36.66166666666667,USW00003856,"HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD, AL US",34.64389,-86.78611,190.2,0.0,0.0,0.15,0.0,0.0,0.0,95.0,64.0,2011
121,2011-06-17,36.66916666666666,USW00003856,"HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD, AL US",34.64389,-86.78611,190.2,0.0,0.0,0.78,0.0,0.0,0.0,79.0,68.0,2011
122,2011-06-18,36.55166666666667,USW00003856,"HUNTSVILLE INTERNATIONAL AIRPORT JONES FIELD, AL US",34.64389,-86.78611,190.2,0.0,0.0,0.04,0.0,0.0,0.0,92.0,69.0,2011
